"edge_id","source","target","length","car","car.reverse","bike","bike.reverse","foot","WKT","l1","l2","l3","l4","l5","l6","l7","l8","l9","l10","l11","l12","l13","l14","l15","l16","l17","l17.1","l19","l20","l21","l22","l23","l24","l25","l26","l27","l28","l29","l30","l31","l32","l33","l34","l35","l36","l37","l38","l39","l40","l41","l42","l43","l44","l45","l46","l47","l48","l49","l50","l51","l52","l53","l54","l55","l56","l57","l58","l59","l60","l61","l62","l63","l64","l65","saftyScore","edgeBetweenness","f","betweenness"
238,3192430394,2716677222,44.7211761475,1,1,2,2,1,"LINESTRING(-79.9398801 40.441235","-79.9402276 40.441538)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,66,66
75,4388097861,302450472,23.0450134277,0,0,5,5,1,"LINESTRING(-79.9425153 40.4402633","-79.9424492 40.4403376","-79.9423634 40.4404353)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,260,260
170,302757342,302966877,62.4417381287,0,0,5,5,1,"LINESTRING(-79.9398304 40.4423195","-79.9405381 40.4424784)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,25,25
292,3957587006,3957587000,15.0531587601,0,0,5,5,1,"LINESTRING(-79.9418971 40.4354333","-79.9420079 40.4355392)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,48,48
206,104787343,2726467781,30.312915802,1,1,2,2,1,"LINESTRING(-79.9317688 40.4434408","-79.9314184 40.4434974)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,45,45
45,302450468,302450457,16.0785751343,1,1,2,2,1,"LINESTRING(-79.9433456 40.4395394","-79.9432818 40.4394032)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,115,115
276,302984577,302984579,14.541844368,0,0,5,5,1,"LINESTRING(-79.9428399 40.4358412","-79.9430115 40.4358346)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,104,104
43,105013029,105982502,909.977172852,1,1,2,2,1,"LINESTRING(-79.9335587 40.4382944","-79.9307545 40.4389093","-79.9277268 40.4395432","-79.9262992 40.439612","-79.9258003 40.4396353","-79.9253622 40.4396591","-79.9241357 40.4397384","-79.9230436 40.4397817)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,1,1
113,1781186439,302757343,12.6571102142,0,0,5,5,1,"LINESTRING(-79.939565 40.4419483","-79.9395438 40.4419215","-79.9394889 40.4418503)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,805,805
38,105060275,2716457497,103.201217651,1,1,2,2,1,"LINESTRING(-79.9321257 40.4416786","-79.9309898 40.4420163)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,604.666666666667,604.666666666667
194,1783643324,1783643325,3.18281126022,0,0,5,5,1,"LINESTRING(-79.9396177 40.4419059","-79.9396358 40.441931)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,44,44
245,105012997,104836312,90.7108612061,4,4,2,2,1,"LINESTRING(-79.9354946 40.4403843","-79.9348697 40.4397215)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,1397,1397
298,2713700273,2173707922,356.328857422,0,0,5,5,1,"LINESTRING(-79.9430811 40.4379802","-79.9429983 40.4378205","-79.9431402 40.4376432","-79.9433876 40.4373248","-79.9435659 40.4371447","-79.9436205 40.4370256","-79.9435041 40.4369758","-79.9432524 40.4368746","-79.9429343 40.4369234","-79.9426515 40.4370091","-79.9425145 40.4371352","-79.9422539 40.4372731","-79.942086 40.4374395","-79.941949 40.4376749","-79.941896 40.4377523","-79.9417988 40.4377708","-79.9416773 40.4377119","-79.9416022 40.4376615","-79.9415225 40.4376021)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,191.666666666667,191.666666666667
119,302966878,302966884,36.8143386841,0,0,5,5,1,"LINESTRING(-79.9405896 40.4423281","-79.9407012 40.4420081)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,5,5
290,3527071097,3957587001,16.66837883,0,0,5,5,1,"LINESTRING(-79.9410708 40.4351911","-79.941209 40.4352979)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,60,60
24,104692903,105138944,287.465698242,1,1,2,2,1,"LINESTRING(-79.9357048 40.4433248","-79.9357085 40.4432222","-79.9344431 40.440934)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,160,160
148,472546570,472546699,171.24887085,1,1,2,2,1,"LINESTRING(-79.9409456 40.4401601","-79.9408572 40.4403848","-79.9407603 40.4405747","-79.9407088 40.4407184","-79.9407345 40.4408033","-79.9407972 40.4408225","-79.9408315 40.4408552","-79.9408401 40.4409074","-79.9408143 40.4409335","-79.9407714 40.4409597","-79.9407457 40.4409989","-79.9407603 40.4410254","-79.9408203 40.4410907","-79.9408315 40.4411426","-79.9408118 40.4411822","-79.9407431 40.441352","-79.940685 40.441568)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,138,138
240,105796204,104382834,83.7958831787,1,1,2,2,1,"LINESTRING(-79.9381585 40.4397787","-79.937762 40.4395357","-79.9374683 40.4394397","-79.9373152 40.4394007)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,48,48
307,2919123584,302756093,78.7835464478,0,0,5,5,1,"LINESTRING(-79.9426561 40.4430463","-79.942401 40.4437277)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,58,58
135,302967459,302967355,9.70617675781,0,0,5,5,1,"LINESTRING(-79.9414597 40.4427646","-79.9414909 40.4426806)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,74,74
140,302985769,302985823,539.87286377,0,0,5,5,1,"LINESTRING(-79.9406512 40.4361613","-79.9405139 40.4361743","-79.9402392 40.4362005","-79.9401362 40.4362005","-79.9400332 40.4362005","-79.9399302 40.4361874","-79.9398272 40.4361286","-79.9397586 40.4360633","-79.9398015 40.4359784","-79.9398186 40.4359196","-79.939853 40.4358477","-79.9399045 40.4357758","-79.9399474 40.4357236","-79.9399474 40.4356517","-79.9398787 40.4355864","-79.9397328 40.4355211","-79.9395526 40.4354688","-79.9393981 40.4354427","-79.9392092 40.4353904","-79.9390548 40.4353904","-79.9388917 40.4353643","-79.93872 40.4353316","-79.9385913 40.4352924","-79.9384282 40.4352467","-79.9382909 40.4351748","-79.9381449 40.4350899","-79.9380591 40.4350311","-79.9379046 40.4349854","-79.9378016 40.4349396","-79.93769 40.4348678","-79.937587 40.434809","-79.9374755 40.4347567","-79.9373467 40.4347306","-79.9372351 40.4346979","-79.9371407 40.4347044","-79.9370377 40.4346848","-79.936909 40.4346587","-79.9368232 40.4346456","-79.9367287 40.434626","-79.9366515 40.4346522","-79.9365742 40.4346979","-79.936497 40.4347502","-79.9364627 40.434809","-79.9364283 40.4348678","-79.9363854 40.4349004","-79.9363339 40.4349331","-79.9362824 40.4349135","-79.9362481 40.4348612","-79.9362395 40.4347828","-79.9362653 40.434724","-79.936291 40.4346522","-79.9363082 40.4345934","-79.9363253 40.4345281","-79.9363253 40.4344889","-79.9363386 40.434457)","","","","","","","","","","","",1,642,1,1
252,3637887708,105012969,3.54707551003,4,4,2,2,1,"LINESTRING(-79.9368952 40.4418959","-79.9368713 40.4418697)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,1,1
228,3103583477,3103583478,19.1933727264,1,1,2,2,1,"LINESTRING(-79.9347889 40.4385881","-79.9345695 40.4385444)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,774,774
244,105012991,105012997,22.3620491028,4,4,2,2,1,"LINESTRING(-79.9356364 40.440554","-79.9354946 40.4403843)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,264,264
214,302450456,302450457,9.47547531128,0,0,5,5,1,"LINESTRING(-79.9432217 40.4394751","-79.9432818 40.4394032)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,216,216
5,104692920,104692930,104.475166321,1,1,2,2,1,"LINESTRING(-79.933552 40.4442524","-79.9323987 40.4445877)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,26,26
222,302755545,302756874,72.2387924194,1,1,2,2,1,"LINESTRING(-79.9442617 40.4409344","-79.9441568 40.4409135","-79.9434387 40.440762)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,50,50
262,3643294733,3643294731,22.0637702942,0,0,5,5,1,"LINESTRING(-79.9343101 40.438185","-79.9343953 40.4381813","-79.9345451 40.4381119)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,219,219
197,104683082,3192430397,8.16112327576,1,1,2,2,1,"LINESTRING(-79.942126 40.4404288","-79.9420966 40.4404987)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,1454,1454
21,105060263,105060275,170.873092651,1,1,2,2,1,"LINESTRING(-79.9329246 40.4430899","-79.9321257 40.4416786)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,103,103
19,105058025,105058029,126.076332092,1,1,2,2,1,"LINESTRING(-79.9371006 40.4399776","-79.9361526 40.4397607","-79.9356729 40.4396538)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,120,120
142,303189638,303189650,121.133468628,0,0,5,5,1,"LINESTRING(-79.9411015 40.438496","-79.9413675 40.4386528","-79.9415306 40.4387704","-79.9416336 40.4388684","-79.941728 40.4389729","-79.9418224 40.4390448","-79.9419598 40.4391232","-79.9420799 40.4391624","-79.9421773 40.4391873)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,264,264
225,302452323,3192430398,7.9903717041,1,1,2,2,1,"LINESTRING(-79.9423451 40.440493","-79.9422576 40.440466)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,359.333333333333,359.333333333333
169,302755874,302757342,14.099729538,0,0,5,5,1,"LINESTRING(-79.9396708 40.4422831","-79.9398304 40.4423195)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,672,672
174,1713340581,1707758893,91.1821289062,0,0,5,5,1,"LINESTRING(-79.9416435 40.4427138","-79.9426748 40.4429513)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,294,294
237,4388097861,2726467783,7.92354345322,0,0,5,5,1,"LINESTRING(-79.9425153 40.4402633","-79.9426087 40.4402584)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,82.5,82.5
85,104583190,302755847,59.671043396,0,0,5,5,1,"LINESTRING(-79.9388213 40.4439138","-79.9390274 40.4434006)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,188,188
145,3704985095,3527071102,3.96234059334,0,0,5,5,1,"LINESTRING(-79.9430527 40.4357806","-79.9430873 40.4357566)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,30,30
172,302967354,302967355,18.8532028198,0,0,5,5,1,"LINESTRING(-79.9412767 40.442634","-79.9414909 40.4426806)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,509,509
287,3527071098,3957586996,46.5827560425,0,0,5,5,1,"LINESTRING(-79.9413107 40.4353126","-79.9414906 40.4353714","-79.9417142 40.4354008","-79.9418412 40.4353907)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,88,88
49,302985526,2173707922,569.387878418,1,1,2,2,1,"LINESTRING(-79.9438358 40.4386092","-79.9439136 40.4384318","-79.9439471 40.4382773","-79.9439903 40.4382018","-79.9440713 40.4381124","-79.9441837 40.438018","-79.9446619 40.4376727","-79.9447992 40.4375538","-79.94484 40.4373942","-79.9447901 40.4372509","-79.9446676 40.4370957","-79.9445262 40.4369189","-79.9443929 40.4368","-79.9441483 40.4366023","-79.9438742 40.436431","-79.9436961 40.4363524","-79.9434721 40.4363244","-79.9432522 40.4363281","-79.9429998 40.4363736","-79.9428064 40.4364306","-79.9425856 40.436512","-79.9424244 40.4366135","-79.9422359 40.4368175","-79.9418392 40.4372747","-79.9415225 40.4376021)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,394,394
270,3643294763,3643294767,12.1990938187,1,1,2,2,1,"LINESTRING(-79.9342791 40.4380562","-79.9343484 40.4381524)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,207,207
81,1705902930,302755597,32.4910163879,0,0,5,5,1,"LINESTRING(-79.943503 40.4427383","-79.9434963 40.4427546","-79.9434792 40.4428591","-79.9434792 40.4430289)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,68,68
293,302984563,3957586982,150.141769409,0,0,5,5,1,"LINESTRING(-79.9409859 40.4353055","-79.9410889 40.4353643","-79.9411576 40.43541","-79.9413378 40.4354819","-79.9415009 40.4355211","-79.9417327 40.4355799","-79.9419387 40.4356386","-79.9420932 40.4356778","-79.9422477 40.435717","-79.9424365 40.4357628","-79.9425481 40.4357889","-79.9426198 40.4358046)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,78,78
198,3192430397,104683089,146.868377686,1,1,2,2,1,"LINESTRING(-79.9420966 40.4404987","-79.9415978 40.4416643","-79.9415669 40.4417563)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,628,628
46,302450457,303189712,10.3029947281,1,1,2,2,1,"LINESTRING(-79.9432818 40.4394032","-79.9433054 40.4393123)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,30,30
308,302756093,302755949,3.28865528107,0,0,5,5,1,"LINESTRING(-79.942401 40.4437277","-79.9423902 40.4437561)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,265,265
182,1781186439,1781186442,14.0488204956,0,0,5,5,1,"LINESTRING(-79.939565 40.4419483","-79.9394182 40.4420073)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,179,179
107,302757190,1713340598,10.9780673981,0,0,5,5,1,"LINESTRING(-79.9419543 40.4418456","-79.9419257 40.4419419)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,653,653
93,302757192,1707758890,80.5305633545,0,0,5,5,1,"LINESTRING(-79.942934 40.4421869","-79.9429127 40.4422647","-79.9429041 40.4423888","-79.9428869 40.4425194","-79.9428269 40.4426762","-79.9426988 40.44288)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,547,547
190,1781186421,1781186424,11.9399776459,0,0,5,5,1,"LINESTRING(-79.9405947 40.4416516","-79.9404709 40.4417031)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,67,67
51,1704726244,302757190,6.43882513046,1,1,2,2,1,"LINESTRING(-79.9420271 40.4418624","-79.9419543 40.4418456)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,40,40
6,104692930,104692975,664.280395508,1,1,2,2,1,"LINESTRING(-79.9323987 40.4445877","-79.9304136 40.4451645","-79.9302637 40.4451973","-79.9294755 40.4454168","-79.9284569 40.4457037","-79.9278554 40.4458871","-79.9272439 40.44607","-79.926533 40.4462707","-79.9257448 40.4464933","-79.9250552 40.446697)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,20.5,20.5
253,3527046163,3957587002,662.396118164,0,0,5,5,1,"LINESTRING(-79.9341559 40.4340607","-79.9341925 40.4341025","-79.9342898 40.4339974","-79.9343766 40.4339118","-79.9345388 40.4338011","-79.9347461 40.4336929","-79.9348633 40.4336743","-79.9349233 40.4336688","-79.9349888 40.4336809","-79.935062 40.4336853","-79.9351415 40.4337196","-79.9352526 40.43381","-79.9352501 40.4338341","-79.9354155 40.4338995","-79.9354276 40.4338979","-79.9356329 40.4340096","-79.9357426 40.4340392","-79.9358626 40.4340507","-79.9360364 40.4340912","-79.9362466 40.4340809","-79.9363478 40.4341288","-79.9365612 40.4340694","-79.9366607 40.4340892","-79.9367533 40.434098","-79.9372452 40.4341243","-79.9377529 40.4342062","-79.9379983 40.4343386","-79.9382585 40.4343595","-79.9384018 40.4343409","-79.9387027 40.4345877","-79.9388307 40.4346906","-79.9389985 40.4347184","-79.939457 40.4347194","-79.9395839 40.4347347","-79.9397191 40.4346875","-79.9399091 40.4348484","-79.9399904 40.434867","-79.9403594 40.4349265","-79.9405626 40.435","-79.9410566 40.4351308)","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,2523,2523
121,302966891,302966892,46.7785415649,1,1,2,2,1,"LINESTRING(-79.9405323 40.4419479","-79.9400488 40.4421518)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,52,52
3,104692909,104692913,61.7645874023,1,1,2,2,1,"LINESTRING(-79.9353004 40.4435532","-79.9346619 40.4438223)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,758,758
163,1713340582,1713340600,9.91335487366,0,0,5,5,1,"LINESTRING(-79.9416962 40.4425739","-79.9416639 40.4426596)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,100,100
88,302755597,302755913,52.8747825623,0,0,5,5,1,"LINESTRING(-79.9434792 40.4430289","-79.9434191 40.4428526","-79.9433762 40.4427023","-79.9433418 40.4425652)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,1167,1167
207,104787343,2716457497,171.567855835,1,1,2,2,1,"LINESTRING(-79.9317688 40.4434408","-79.9309898 40.4420163)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,3,3
212,302450450,302450455,69.9831695557,0,0,5,5,1,"LINESTRING(-79.9426724 40.4400957","-79.9427754 40.4399911","-79.942844 40.4399062","-79.942947 40.4397886","-79.9430672 40.4396515","-79.9431444 40.4395796)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,258,258
176,302755598,302757761,29.4298877716,0,0,5,5,1,"LINESTRING(-79.9434494 40.4431195","-79.9435358 40.4431364","-79.9435988 40.4431221","-79.9436471 40.4431221","-79.9436874 40.4431364","-79.9437222 40.4431629","-79.9437711 40.4431735)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,384,384
215,105013041,4408454718,197.007110596,4,4,2,2,1,"LINESTRING(-79.9330303 40.4377979","-79.9329239 40.4377581","-79.9327965 40.4377325","-79.9326356 40.4377295","-79.9307258 40.4378517)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,117.5,117.5
39,2716457497,472546039,35.7404594421,1,1,2,2,1,"LINESTRING(-79.9309898 40.4420163","-79.9306028 40.442145)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,443.833333333333,443.833333333333
275,3957586982,302984577,19.0967483521,0,0,5,5,1,"LINESTRING(-79.9426198 40.4358046","-79.942694 40.4358216","-79.9428399 40.4358412)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,789,789
211,270186904,302450450,8.55787849426,0,0,5,5,1,"LINESTRING(-79.9426392 40.4401684","-79.9426724 40.4400957)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,9,9
188,1781186415,1781186411,18.2722702026,0,0,5,5,1,"LINESTRING(-79.9404195 40.4416317","-79.9406089 40.4415528)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,157,157
254,3527071101,3527071102,11.2873239517,0,0,5,5,1,"LINESTRING(-79.9429653 40.4357156","-79.9430873 40.4357566)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,642,1564,1564
